referencia,titulo,categoria,preco,descricao,variacao,estoque,marca,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,video1
45076A,Sandália Feminina,Calçados Femininos Sandálias,"R$ 94,90","Código Ref.: 45076A

Material: Nobuck Preto / Tubo de Strass Colorido;

Enfeite: Tubo de Strass Colorido com base em silicone e Fivela Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Nobuck Preto e Taloneira Napa Bege;

Salto: Grosso com 9 cm de Altura Revestido em Nobuck Preto;

Solado de TR com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",38,14,Torricella,img/45076A/Sandalia Feminina 0.jpg,img/45076A/Sandalia Feminina 1.jpg,img/45076A/Sandalia Feminina 2.jpg,img/45076A/Sandalia Feminina 3.jpg,img/45076A/Sandalia Feminina 4.jpg,img/45076A/Sandalia Feminina 5.mp4,,,,,,,,,,,
45076A,Sandália Feminina,Calçados Femininos Sandálias,"R$ 94,90","Código Ref.: 45076A

Material: Nobuck Preto / Tubo de Strass Colorido;

Enfeite: Tubo de Strass Colorido com base em silicone e Fivela Dourado;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Nobuck Preto e Taloneira Napa Bege;

Salto: Grosso com 9 cm de Altura Revestido em Nobuck Preto;

Solado de TR com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,7,Torricella,img/45076A/Sandalia Feminina 0.jpg,img/45076A/Sandalia Feminina 1.jpg,img/45076A/Sandalia Feminina 2.jpg,img/45076A/Sandalia Feminina 3.jpg,img/45076A/Sandalia Feminina 4.jpg,img/45076A/Sandalia Feminina 5.mp4,,,,,,,,,,,
898A,Tênis Feminino,Calçados Femininos Tênis,"R$ 94,90","Código Ref.: 898A

Material: Napa Preto, Dourado e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Preto;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",34,4,Torricella,img/898A/Tenis Feminino 0.jpg,img/898A/Tenis Feminino 1.jpg,img/898A/Tenis Feminino 2.jpg,img/898A/Tenis Feminino 3.jpg,img/898A/Tenis Feminino 4.jpg,,,,,,,,,,,,
898A,Tênis Feminino,Calçados Femininos Tênis,"R$ 94,90","Código Ref.: 898A

Material: Napa Preto, Dourado e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Preto;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",35,5,Torricella,img/898A/Tenis Feminino 0.jpg,img/898A/Tenis Feminino 1.jpg,img/898A/Tenis Feminino 2.jpg,img/898A/Tenis Feminino 3.jpg,img/898A/Tenis Feminino 4.jpg,,,,,,,,,,,,
898A,Tênis Feminino,Calçados Femininos Tênis,"R$ 94,90","Código Ref.: 898A

Material: Napa Preto, Dourado e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Preto;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",36,9,Torricella,img/898A/Tenis Feminino 0.jpg,img/898A/Tenis Feminino 1.jpg,img/898A/Tenis Feminino 2.jpg,img/898A/Tenis Feminino 3.jpg,img/898A/Tenis Feminino 4.jpg,,,,,,,,,,,,
898A,Tênis Feminino,Calçados Femininos Tênis,"R$ 94,90","Código Ref.: 898A

Material: Napa Preto, Dourado e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Preto;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",37,9,Torricella,img/898A/Tenis Feminino 0.jpg,img/898A/Tenis Feminino 1.jpg,img/898A/Tenis Feminino 2.jpg,img/898A/Tenis Feminino 3.jpg,img/898A/Tenis Feminino 4.jpg,,,,,,,,,,,,
898A,Tênis Feminino,Calçados Femininos Tênis,"R$ 94,90","Código Ref.: 898A

Material: Napa Preto, Dourado e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Preto;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",38,7,Torricella,img/898A/Tenis Feminino 0.jpg,img/898A/Tenis Feminino 1.jpg,img/898A/Tenis Feminino 2.jpg,img/898A/Tenis Feminino 3.jpg,img/898A/Tenis Feminino 4.jpg,,,,,,,,,,,,
898A,Tênis Feminino,Calçados Femininos Tênis,"R$ 94,90","Código Ref.: 898A

Material: Napa Preto, Dourado e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Preto;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",39,0,Torricella,img/898A/Tenis Feminino 0.jpg,img/898A/Tenis Feminino 1.jpg,img/898A/Tenis Feminino 2.jpg,img/898A/Tenis Feminino 3.jpg,img/898A/Tenis Feminino 4.jpg,,,,,,,,,,,,
12002A,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002A

Material: Verniz Off White;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Off White e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Off White e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Off White;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",34,5,Torricella,img/12002A/Sandalia Feminina 0.jpg,img/12002A/Sandalia Feminina 1.jpg,img/12002A/Sandalia Feminina 2.jpg,img/12002A/Sandalia Feminina 3.jpg,img/12002A/Sandalia Feminina 4.jpg,img/12002A/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002A,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002A

Material: Verniz Off White;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Off White e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Off White e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Off White;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",35,8,Torricella,img/12002A/Sandalia Feminina 0.jpg,img/12002A/Sandalia Feminina 1.jpg,img/12002A/Sandalia Feminina 2.jpg,img/12002A/Sandalia Feminina 3.jpg,img/12002A/Sandalia Feminina 4.jpg,img/12002A/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002A,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002A

Material: Verniz Off White;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Off White e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Off White e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Off White;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",36,7,Torricella,img/12002A/Sandalia Feminina 0.jpg,img/12002A/Sandalia Feminina 1.jpg,img/12002A/Sandalia Feminina 2.jpg,img/12002A/Sandalia Feminina 3.jpg,img/12002A/Sandalia Feminina 4.jpg,img/12002A/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002A,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002A

Material: Verniz Off White;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Off White e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Off White e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Off White;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",37,11,Torricella,img/12002A/Sandalia Feminina 0.jpg,img/12002A/Sandalia Feminina 1.jpg,img/12002A/Sandalia Feminina 2.jpg,img/12002A/Sandalia Feminina 3.jpg,img/12002A/Sandalia Feminina 4.jpg,img/12002A/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002A,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002A

Material: Verniz Off White;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Off White e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Off White e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Off White;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",38,7,Torricella,img/12002A/Sandalia Feminina 0.jpg,img/12002A/Sandalia Feminina 1.jpg,img/12002A/Sandalia Feminina 2.jpg,img/12002A/Sandalia Feminina 3.jpg,img/12002A/Sandalia Feminina 4.jpg,img/12002A/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002A,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002A

Material: Verniz Off White;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Off White e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Off White e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Off White;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,6,Torricella,img/12002A/Sandalia Feminina 0.jpg,img/12002A/Sandalia Feminina 1.jpg,img/12002A/Sandalia Feminina 2.jpg,img/12002A/Sandalia Feminina 3.jpg,img/12002A/Sandalia Feminina 4.jpg,img/12002A/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002B,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002B

Material: Verniz Rose;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Rose e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rose e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Rose;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",34,7,Torricella,img/12002B/Sandalia Feminina 0.jpg,img/12002B/Sandalia Feminina 1.jpg,img/12002B/Sandalia Feminina 2.jpg,img/12002B/Sandalia Feminina 3.jpg,img/12002B/Sandalia Feminina 4.jpg,img/12002B/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002B,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002B

Material: Verniz Rose;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Rose e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rose e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Rose;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",35,13,Torricella,img/12002B/Sandalia Feminina 0.jpg,img/12002B/Sandalia Feminina 1.jpg,img/12002B/Sandalia Feminina 2.jpg,img/12002B/Sandalia Feminina 3.jpg,img/12002B/Sandalia Feminina 4.jpg,img/12002B/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002B,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002B

Material: Verniz Rose;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Rose e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rose e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Rose;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",36,8,Torricella,img/12002B/Sandalia Feminina 0.jpg,img/12002B/Sandalia Feminina 1.jpg,img/12002B/Sandalia Feminina 2.jpg,img/12002B/Sandalia Feminina 3.jpg,img/12002B/Sandalia Feminina 4.jpg,img/12002B/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002B,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002B

Material: Verniz Rose;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Rose e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rose e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Rose;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",37,14,Torricella,img/12002B/Sandalia Feminina 0.jpg,img/12002B/Sandalia Feminina 1.jpg,img/12002B/Sandalia Feminina 2.jpg,img/12002B/Sandalia Feminina 3.jpg,img/12002B/Sandalia Feminina 4.jpg,img/12002B/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002B,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002B

Material: Verniz Rose;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Rose e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rose e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Rose;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",38,17,Torricella,img/12002B/Sandalia Feminina 0.jpg,img/12002B/Sandalia Feminina 1.jpg,img/12002B/Sandalia Feminina 2.jpg,img/12002B/Sandalia Feminina 3.jpg,img/12002B/Sandalia Feminina 4.jpg,img/12002B/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002B,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002B

Material: Verniz Rose;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Rose e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Rose e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Rose;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,3,Torricella,img/12002B/Sandalia Feminina 0.jpg,img/12002B/Sandalia Feminina 1.jpg,img/12002B/Sandalia Feminina 2.jpg,img/12002B/Sandalia Feminina 3.jpg,img/12002B/Sandalia Feminina 4.jpg,img/12002B/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002C,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002C

Material: Verniz Preto;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Preto e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Preto;

Solado de TR com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",34,6,Torricella,img/12002C/Sandalia Feminina 0.jpg,img/12002C/Sandalia Feminina 1.jpg,img/12002C/Sandalia Feminina 2.jpg,img/12002C/Sandalia Feminina 3.jpg,img/12002C/Sandalia Feminina 4.jpg,img/12002C/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002C,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002C

Material: Verniz Preto;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Preto e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Preto;

Solado de TR com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",35,12,Torricella,img/12002C/Sandalia Feminina 0.jpg,img/12002C/Sandalia Feminina 1.jpg,img/12002C/Sandalia Feminina 2.jpg,img/12002C/Sandalia Feminina 3.jpg,img/12002C/Sandalia Feminina 4.jpg,img/12002C/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002C,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002C

Material: Verniz Preto;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Preto e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Preto;

Solado de TR com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",36,18,Torricella,img/12002C/Sandalia Feminina 0.jpg,img/12002C/Sandalia Feminina 1.jpg,img/12002C/Sandalia Feminina 2.jpg,img/12002C/Sandalia Feminina 3.jpg,img/12002C/Sandalia Feminina 4.jpg,img/12002C/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002C,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002C

Material: Verniz Preto;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Preto e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Preto;

Solado de TR com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",37,23,Torricella,img/12002C/Sandalia Feminina 0.jpg,img/12002C/Sandalia Feminina 1.jpg,img/12002C/Sandalia Feminina 2.jpg,img/12002C/Sandalia Feminina 3.jpg,img/12002C/Sandalia Feminina 4.jpg,img/12002C/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002C,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002C

Material: Verniz Preto;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Preto e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Preto;

Solado de TR com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",38,9,Torricella,img/12002C/Sandalia Feminina 0.jpg,img/12002C/Sandalia Feminina 1.jpg,img/12002C/Sandalia Feminina 2.jpg,img/12002C/Sandalia Feminina 3.jpg,img/12002C/Sandalia Feminina 4.jpg,img/12002C/Sandalia Feminina 5.mp4,,,,,,,,,,,
12002C,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 12002C

Material: Verniz Preto;

Enfeite: Pérolas Branco, Strass Prata, Laço em Verniz Preto e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Bege;

Salto: Grosso Triangular com 8,5 cm de Altura Revestido em Verniz Preto;

Solado de TR com antiderrapante na cor Preto.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,5,Torricella,img/12002C/Sandalia Feminina 0.jpg,img/12002C/Sandalia Feminina 1.jpg,img/12002C/Sandalia Feminina 2.jpg,img/12002C/Sandalia Feminina 3.jpg,img/12002C/Sandalia Feminina 4.jpg,img/12002C/Sandalia Feminina 5.mp4,,,,,,,,,,,
14000-03A,Coturno Feminino,Calçados Femininos Botas,"R$ 89,90","Código Ref.: 14000-03A

Material: Verniz Preto;

Enfeites: Fivela e Spikes na cor Grafite;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Solado de PU na cor Preto com 4,5 cm de altura no salto e 3 cm de altura na parte da frente.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",34,0,Torricella,img/14000-03A/Coturno Feminino 0.jpg,img/14000-03A/Coturno Feminino 1.jpg,img/14000-03A/Coturno Feminino 2.jpg,img/14000-03A/Coturno Feminino 3.jpg,img/14000-03A/Coturno Feminino 4.jpg,img/14000-03A/Coturno Feminino 5.jpg,img/14000-03A/Coturno Feminino 6.jpg,img/14000-03A/Coturno Feminino 7.jpg,img/14000-03A/Coturno Feminino 8.jpg,img/14000-03A/Coturno Feminino 9.jpg,img/14000-03A/Coturno Feminino 10.mp4,,,,,,
14000-03A,Coturno Feminino,Calçados Femininos Botas,"R$ 89,90","Código Ref.: 14000-03A

Material: Verniz Preto;

Enfeites: Fivela e Spikes na cor Grafite;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Solado de PU na cor Preto com 4,5 cm de altura no salto e 3 cm de altura na parte da frente.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",35,2,Torricella,img/14000-03A/Coturno Feminino 0.jpg,img/14000-03A/Coturno Feminino 1.jpg,img/14000-03A/Coturno Feminino 2.jpg,img/14000-03A/Coturno Feminino 3.jpg,img/14000-03A/Coturno Feminino 4.jpg,img/14000-03A/Coturno Feminino 5.jpg,img/14000-03A/Coturno Feminino 6.jpg,img/14000-03A/Coturno Feminino 7.jpg,img/14000-03A/Coturno Feminino 8.jpg,img/14000-03A/Coturno Feminino 9.jpg,img/14000-03A/Coturno Feminino 10.mp4,,,,,,
14000-03A,Coturno Feminino,Calçados Femininos Botas,"R$ 89,90","Código Ref.: 14000-03A

Material: Verniz Preto;

Enfeites: Fivela e Spikes na cor Grafite;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Solado de PU na cor Preto com 4,5 cm de altura no salto e 3 cm de altura na parte da frente.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",36,5,Torricella,img/14000-03A/Coturno Feminino 0.jpg,img/14000-03A/Coturno Feminino 1.jpg,img/14000-03A/Coturno Feminino 2.jpg,img/14000-03A/Coturno Feminino 3.jpg,img/14000-03A/Coturno Feminino 4.jpg,img/14000-03A/Coturno Feminino 5.jpg,img/14000-03A/Coturno Feminino 6.jpg,img/14000-03A/Coturno Feminino 7.jpg,img/14000-03A/Coturno Feminino 8.jpg,img/14000-03A/Coturno Feminino 9.jpg,img/14000-03A/Coturno Feminino 10.mp4,,,,,,
14000-03A,Coturno Feminino,Calçados Femininos Botas,"R$ 89,90","Código Ref.: 14000-03A

Material: Verniz Preto;

Enfeites: Fivela e Spikes na cor Grafite;

Palmilha: 8 mm de Espessura, Espuma em EVA, e Taloneira Napa Preto;

Solado de PU na cor Preto com 4,5 cm de altura no salto e 3 cm de altura na parte da frente.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",37,3,Torricella,img/14000-03A/Coturno Feminino 0.jpg,img/14000-03A/Coturno Feminino 1.jpg,img/14000-03A/Coturno Feminino 2.jpg,img/14000-03A/Coturno Feminino 3.jpg,img/14000-03A/Coturno Feminino 4.jpg,img/14000-03A/Coturno Feminino 5.jpg,img/14000-03A/Coturno Feminino 6.jpg,img/14000-03A/Coturno Feminino 7.jpg,img/14000-03A/Coturno Feminino 8.jpg,img/14000-03A/Coturno Feminino 9.jpg,img/14000-03A/Coturno Feminino 10.mp4,,,,,,
